GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
1400000US48453000306,48453000306,"Census Tract 3.06, Travis County, Texas",2919,233,26,42,0,13,0,13,0,13,0,13,33,44,0,13,0,13,0,13,0,13,71,81,24,33,15,23,17,26,15,18,184,111,0,13,82,55,315,133,115,65,1001,185,713,111,186,72,122,49
1400000US48453000307,48453000307,"Census Tract 3.07, Travis County, Texas",1392,124,0,13,5,9,0,13,0,13,0,13,6,8,0,13,0,13,0,13,5,8,0,13,10,11,9,12,0,13,0,13,31,19,30,29,31,24,226,64,56,40,565,113,282,65,83,35,53,24
1400000US48453000401,48453000401,"Census Tract 4.01, Travis County, Texas",2216,251,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,3,0,13,0,13,12,18,0,13,92,41,26,36,89,51,252,110,44,32,1022,214,515,109,85,48,78,45
1400000US48453000402,48453000402,"Census Tract 4.02, Travis County, Texas",2677,280,27,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,7,17,14,16,45,42,26,34,6,16,44,56,41,62,548,178,28,41,140,98,174,90,91,69,933,212,473,119,44,33,36,31
1400000US48453000500,48453000500,"Census Tract 5, Travis County, Texas",2750,343,32,49,0,13,0,13,0,13,0,13,1,4,0,13,0,13,2,4,1,3,0,13,0,13,0,13,0,13,0,13,77,70,2,4,118,98,396,132,74,77,1141,256,506,163,125,95,275,141
1400000US48453000601,48453000601,"Census Tract 6.01, Travis County, Texas",416,149,45,70,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,6,9,0,20,15,20,45,45,0,20,7,10,109,64,40,31,113,47,15,21,10,11,11,22
1400000US48453000603,48453000603,"Census Tract 6.03, Travis County, Texas",737,361,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,4,8,0,18,23,35,0,18,22,24,3,7,13,22,259,262,0,18,196,96,167,130,40,41,10,15
1400000US48453000604,48453000604,"Census Tract 6.04, Travis County, Texas",635,260,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,7,14,0,18,7,14,6,13,0,18,27,33,52,70,14,23,111,72,12,20,323,234,62,46,14,23,0,18
1400000US48453000700,48453000700,"Census Tract 7, Travis County, Texas",888,110,9,11,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,107,51,4,9,18,17,81,48,35,29,380,77,107,45,51,31,96,38
1400000US48453000801,48453000801,"Census Tract 8.01, Travis County, Texas",1326,139,130,84,0,13,0,13,0,13,52,71,20,19,11,13,12,15,37,29,33,39,56,41,43,37,10,15,42,30,26,29,254,93,73,43,21,17,191,83,24,22,199,61,58,32,22,23,12,18
1400000US48453000802,48453000802,"Census Tract 8.02, Travis County, Texas",2297,248,57,49,0,13,2,5,0,13,0,13,6,11,0,13,0,13,53,57,8,14,0,13,107,85,47,60,52,51,26,25,523,212,111,80,127,74,388,175,76,62,508,157,198,87,8,13,0,13
1400000US48453000803,48453000803,"Census Tract 8.03, Travis County, Texas",1941,288,48,45,0,13,0,13,0,13,7,11,0,13,0,13,4,8,0,13,6,10,15,16,21,22,45,46,50,43,14,24,261,94,20,26,77,63,295,104,38,32,722,184,213,97,75,60,30,35
1400000US48453000804,48453000804,"Census Tract 8.04, Travis County, Texas",1673,169,68,53,0,13,0,13,0,13,6,9,6,9,12,13,10,15,47,38,12,19,11,17,59,41,28,31,66,34,19,16,210,70,61,30,108,49,258,87,46,28,363,108,227,62,17,15,39,24
1400000US48453000901,48453000901,"Census Tract 9.01, Travis County, Texas",1521,164,14,17,0,13,0,13,3,6,0,13,21,22,0,13,0,13,39,44,7,14,28,28,28,29,16,15,52,37,23,26,190,55,47,35,46,34,185,85,86,53,497,124,109,45,111,56,19,17
1400000US48453000902,48453000902,"Census Tract 9.02, Travis County, Texas",3790,308,250,135,0,18,0,18,0,18,7,12,50,46,0,18,60,56,173,124,20,21,44,40,98,62,94,72,109,69,90,83,725,202,223,117,132,77,335,118,63,41,965,241,236,81,56,55,60,59
1400000US48453001000,48453001000,"Census Tract 10, Travis County, Texas",2949,254,48,30,0,13,0,13,19,31,9,14,47,49,0,13,66,65,88,74,13,16,120,86,65,42,129,75,38,39,40,59,631,187,167,84,93,60,405,153,80,55,500,117,286,77,70,45,35,28
1400000US48453001100,48453001100,"Census Tract 11, Travis County, Texas",5235,543,47,45,0,18,0,18,0,18,0,18,3,6,0,18,0,18,26,25,0,18,36,40,26,29,39,42,24,31,16,25,357,168,32,38,173,140,441,158,172,103,1711,371,1475,415,434,196,223,109
1400000US48453001200,48453001200,"Census Tract 12, Travis County, Texas",4308,369,38,40,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,55,66,30,34,174,100,52,47,133,106,443,165,139,98,1938,359,900,219,266,120,140,97
1400000US48453001303,48453001303,"Census Tract 13.03, Travis County, Texas",3056,407,21,23,0,13,29,35,0,13,0,13,0,13,0,13,0,13,1,5,2,4,15,26,0,13,0,13,0,13,9,15,150,80,35,39,133,73,390,194,134,61,1346,332,478,133,180,89,133,67
1400000US48453001304,48453001304,"Census Tract 13.04, Travis County, Texas",3198,233,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,2,0,13,0,13,0,13,21,16,35,47,137,79,69,40,36,25,421,153,171,82,1416,259,596,149,166,86,129,73
1400000US48453001305,48453001305,"Census Tract 13.05, Travis County, Texas",4400,459,14,22,0,18,0,18,0,18,0,18,0,18,72,112,9,14,38,45,0,18,55,70,51,59,34,56,41,64,0,18,313,130,70,58,177,139,509,211,158,85,1805,286,621,171,255,142,178,105
1400000US48453001307,48453001307,"Census Tract 13.07, Travis County, Texas",2809,240,57,41,0,13,0,13,0,13,0,13,1,4,0,13,6,10,24,28,0,13,24,34,21,29,29,37,8,14,87,84,291,112,78,45,91,62,451,165,65,36,1187,185,270,104,82,57,37,34
1400000US48453001308,48453001308,"Census Tract 13.08, Travis County, Texas",2368,277,4,9,0,13,0,13,0,13,0,13,10,16,7,11,0,13,51,46,8,14,23,28,8,12,37,44,0,13,45,59,395,118,23,25,24,29,420,132,118,99,781,214,303,115,101,56,10,16
1400000US48453001401,48453001401,"Census Tract 14.01, Travis County, Texas",2641,266,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,28,6,16,0,13,0,13,6,14,0,13,175,102,20,20,72,56,257,100,141,67,1287,193,415,107,177,70,73,34
1400000US48453001402,48453001402,"Census Tract 14.02, Travis County, Texas",2055,224,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,13,15,0,13,6,10,21,35,153,71,48,52,55,57,214,75,88,56,1013,165,201,92,145,76,98,55
1400000US48453001403,48453001403,"Census Tract 14.03, Travis County, Texas",1307,155,17,16,0,13,0,13,0,13,0,13,0,13,0,13,0,13,12,19,0,13,56,48,31,48,22,28,46,52,15,25,135,71,20,17,84,45,232,104,100,52,373,85,135,63,16,13,13,13
1400000US48453001501,48453001501,"Census Tract 15.01, Travis County, Texas",4058,292,13,22,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,3,5,395,172,33,47,117,72,529,189,228,99,1725,261,639,185,270,167,106,84
1400000US48453001503,48453001503,"Census Tract 15.03, Travis County, Texas",3022,283,58,63,0,13,0,13,10,16,0,13,10,16,0,13,0,13,42,42,0,13,0,13,68,51,0,13,27,25,33,35,555,148,33,28,136,89,508,144,153,117,862,173,367,99,90,51,70,48
1400000US48453001504,48453001504,"Census Tract 15.04, Travis County, Texas",4278,402,20,32,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,6,14,28,43,23,27,6,15,9,17,0,18,666,358,40,41,183,117,487,186,226,91,1475,287,803,193,184,158,122,63
1400000US48453001505,48453001505,"Census Tract 15.05, Travis County, Texas",3280,288,2,12,0,13,0,13,0,13,25,36,0,13,0,13,0,13,23,35,0,13,15,24,101,125,4,8,31,39,37,43,143,88,100,102,62,56,462,174,253,127,1303,261,487,166,115,70,117,60
1400000US48453001602,48453001602,"Census Tract 16.02, Travis County, Texas",2530,235,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,26,40,0,13,0,13,0,13,0,13,0,13,0,13,28,25,22,26,12,14,168,87,71,66,1021,185,868,166,163,64,151,68
1400000US48453001603,48453001603,"Census Tract 16.03, Travis County, Texas",3316,194,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,14,22,65,48,0,13,11,14,171,66,15,16,1719,200,760,177,441,94,120,62
1400000US48453001604,48453001604,"Census Tract 16.04, Travis County, Texas",3134,199,0,13,0,13,0,13,0,13,11,19,11,19,0,13,0,13,48,56,0,13,0,13,21,21,0,13,0,13,0,13,43,36,0,13,1,11,162,60,23,28,1415,231,589,149,599,147,211,86
1400000US48453001605,48453001605,"Census Tract 16.05, Travis County, Texas",2944,217,7,11,0,13,17,27,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,2,4,14,22,88,57,0,13,69,57,163,97,48,33,1409,217,471,121,450,112,206,112
1400000US48453001606,48453001606,"Census Tract 16.06, Travis County, Texas",15,37,3,7,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,1,5,1,4,2,4,0,13,4,11,2,4,1,4,1,4,0,13,0,13,0,13,0,13,0,13
1400000US48453001705,48453001705,"Census Tract 17.05, Travis County, Texas",3642,257,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,7,0,13,0,13,6,8,26,41,110,72,0,13,145,90,414,124,115,89,1347,226,1037,234,236,81,203,98
1400000US48453001706,48453001706,"Census Tract 17.06, Travis County, Texas",2798,187,0,13,0,13,5,9,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,9,15,13,21,108,55,63,45,96,57,378,105,137,69,1215,218,436,112,180,107,158,66
1400000US48453001707,48453001707,"Census Tract 17.07, Travis County, Texas",3799,382,1,3,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,24,0,13,1,3,0,13,1,3,2,4,47,46,516,241,0,13,165,119,501,149,161,110,1391,233,709,210,184,85,104,62
1400000US48453001712,48453001712,"Census Tract 17.12, Travis County, Texas",3608,268,9,13,0,13,0,13,0,13,0,13,0,13,0,13,25,39,143,133,0,13,48,48,42,67,66,60,17,27,153,98,500,147,158,70,314,103,595,137,217,107,980,184,258,98,72,57,11,19
1400000US48453001713,48453001713,"Census Tract 17.13, Travis County, Texas",3538,223,32,36,0,13,0,13,0,13,0,13,0,13,0,13,27,35,13,19,6,10,6,11,78,78,6,10,0,13,55,66,555,193,101,65,359,127,661,190,128,67,1087,236,314,91,12,14,98,53
1400000US48453001714,48453001714,"Census Tract 17.14, Travis County, Texas",9483,804,95,90,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,225,317,19,46,672,273,65,80,395,178,1245,462,357,165,3804,508,2143,568,242,162,221,146
1400000US48453001716,48453001716,"Census Tract 17.16, Travis County, Texas",4377,263,17,27,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,51,65,0,18,0,18,0,18,0,18,12,20,268,144,123,106,145,73,356,143,305,178,1912,293,831,206,232,113,125,68
1400000US48453001718,48453001718,"Census Tract 17.18, Travis County, Texas",4545,336,15,24,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,10,18,13,22,1,2,189,99,44,53,44,42,563,235,188,98,1621,321,1188,308,431,163,238,106
1400000US48453001719,48453001719,"Census Tract 17.19, Travis County, Texas",3120,172,22,23,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,29,33,135,59,33,38,93,49,272,74,107,61,1345,188,653,130,328,88,103,45
1400000US48453001722,48453001722,"Census Tract 17.22, Travis County, Texas",2862,251,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,16,25,56,68,342,188,12,18,104,81,423,167,76,55,1101,267,439,174,68,58,225,99
1400000US48453001728,48453001728,"Census Tract 17.28, Travis County, Texas",5520,440,63,78,0,18,0,18,0,18,0,18,0,18,0,18,33,32,0,18,76,87,13,22,132,156,44,68,25,30,74,69,565,208,221,91,321,124,1023,231,305,117,1812,298,580,157,157,102,76,51
1400000US48453001729,48453001729,"Census Tract 17.29, Travis County, Texas",3647,317,55,41,0,13,25,38,0,13,0,13,0,13,0,13,0,13,0,13,0,13,28,46,70,85,26,48,0,13,60,71,407,199,140,103,143,99,764,294,194,132,1228,245,423,219,49,50,35,41
1400000US48453001733,48453001733,"Census Tract 17.33, Travis County, Texas",2733,159,2,5,0,13,0,13,0,13,18,23,0,13,0,13,0,13,36,52,4,7,34,54,0,13,13,20,2,4,21,17,288,97,75,45,179,73,307,99,146,66,1097,154,356,100,122,73,33,31
1400000US48453001737,48453001737,"Census Tract 17.37, Travis County, Texas",7628,445,27,41,0,20,0,20,0,20,0,20,0,20,12,23,12,22,0,20,0,20,11,20,13,22,0,20,1,2,106,74,373,186,55,49,297,113,866,396,558,180,3278,429,1453,265,368,129,198,103
1400000US48453001738,48453001738,"Census Tract 17.38, Travis County, Texas",5032,302,24,38,0,18,0,18,0,18,0,18,18,29,0,18,20,37,0,18,0,18,0,18,39,44,34,41,16,27,15,24,403,163,29,34,299,154,1101,374,216,110,1843,262,669,174,105,90,201,95
1400000US48453001740,48453001740,"Census Tract 17.40, Travis County, Texas",3497,211,23,25,0,13,0,13,0,13,0,13,31,48,0,13,0,13,0,13,0,13,0,13,13,22,0,13,0,13,20,23,364,119,49,35,157,67,447,134,147,69,1603,217,474,115,133,62,36,29
1400000US48453001741,48453001741,"Census Tract 17.41, Travis County, Texas",2336,196,0,13,0,13,0,13,0,13,0,13,26,39,0,13,0,13,0,13,0,13,20,21,0,13,0,13,65,76,24,28,247,77,37,33,117,57,529,155,65,44,847,190,210,83,93,67,56,40
1400000US48453001742,48453001742,"Census Tract 17.42, Travis County, Texas",4190,404,15,22,0,18,0,18,0,18,0,18,0,18,0,18,0,18,319,192,0,18,0,18,63,76,112,66,93,94,13,21,952,357,108,93,230,120,351,157,251,133,1038,215,551,191,58,47,36,35
1400000US48453001745,48453001745,"Census Tract 17.45, Travis County, Texas",1793,175,38,45,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,16,0,13,10,15,106,73,73,49,70,44,258,108,97,50,678,138,297,108,91,48,65,35
1400000US48453001746,48453001746,"Census Tract 17.46, Travis County, Texas",3176,171,0,13,0,13,0,13,0,13,16,24,0,13,0,13,0,13,43,48,43,42,20,27,35,51,15,22,39,31,52,55,475,156,62,55,117,58,665,168,207,82,986,156,356,104,9,14,36,34
1400000US48453001747,48453001747,"Census Tract 17.47, Travis County, Texas",3952,282,31,39,0,18,0,18,0,18,0,18,33,40,0,18,0,18,8,13,0,18,25,32,27,44,83,75,72,52,14,23,729,165,122,88,295,105,853,182,195,99,992,132,414,160,49,43,10,15
1400000US48453001748,48453001748,"Census Tract 17.48, Travis County, Texas",5045,443,0,18,0,18,0,18,0,18,0,18,0,18,0,18,11,17,35,37,0,18,0,18,14,20,85,82,81,78,34,42,891,321,56,51,268,128,747,203,384,142,1574,281,683,179,138,125,44,53
1400000US48453001749,48453001749,"Census Tract 17.49, Travis County, Texas",4735,498,25,35,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,6,15,0,18,0,18,22,29,58,64,434,199,0,18,170,109,558,166,190,124,1823,319,1130,312,152,72,167,97
1400000US48453001750,48453001750,"Census Tract 17.50, Travis County, Texas",3804,333,17,22,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,3,5,0,13,0,13,122,144,139,108,2,3,404,147,60,54,118,60,570,250,204,116,1405,284,517,156,105,67,138,92
1400000US48453001751,48453001751,"Census Tract 17.51, Travis County, Texas",1680,96,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,10,11,65,29,13,15,20,18,206,56,35,29,717,95,309,70,200,54,105,42
1400000US48453001752,48453001752,"Census Tract 17.52, Travis County, Texas",2641,310,59,47,0,13,0,13,0,13,0,13,0,13,63,104,0,13,0,13,0,13,0,13,0,13,0,13,16,26,0,13,376,158,65,69,12,19,389,183,123,107,897,235,488,165,81,73,72,80
1400000US48453001753,48453001753,"Census Tract 17.53, Travis County, Texas",943,119,0,13,0,13,0,13,0,13,12,18,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,36,29,0,13,33,24,103,55,30,25,451,99,229,73,9,9,40,31
1400000US48453001754,48453001754,"Census Tract 17.54, Travis County, Texas",3987,366,36,48,0,18,51,76,0,18,0,18,0,18,8,19,0,18,0,18,10,17,17,41,0,18,35,39,6,12,0,18,401,204,79,75,128,84,860,326,103,80,1605,224,602,222,10,17,36,39
1400000US48453001755,48453001755,"Census Tract 17.55, Travis County, Texas",4305,206,15,22,0,18,0,18,0,18,0,18,0,18,0,18,0,18,17,25,0,18,0,18,0,18,14,22,0,18,16,27,102,50,39,47,34,28,401,121,126,63,1376,211,1472,162,303,100,390,108
1400000US48453001756,48453001756,"Census Tract 17.56, Travis County, Texas",3317,355,0,13,0,13,0,13,0,13,0,13,0,13,19,27,15,26,8,12,0,13,0,13,8,13,32,45,0,13,10,17,276,100,20,24,107,71,626,207,216,82,1346,225,415,103,126,58,93,64
1400000US48453001757,48453001757,"Census Tract 17.57, Travis County, Texas",1597,168,10,16,0,13,0,13,0,13,0,13,0,13,0,13,21,31,0,13,0,13,0,13,0,13,8,12,0,13,0,13,147,74,9,13,65,42,152,69,42,34,664,118,335,92,42,34,102,51
1400000US48453001760,48453001760,"Census Tract 17.60, Travis County, Texas",10446,603,41,73,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,7,16,78,116,37,56,47,70,48,73,18,31,659,239,41,63,361,205,1040,356,723,223,4518,618,1871,390,604,273,353,157
1400000US48453001761,48453001761,"Census Tract 17.61, Travis County, Texas",5298,339,18,28,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,49,78,54,85,0,18,226,118,54,51,242,112,711,253,229,132,2166,286,973,180,397,168,179,94
1400000US48453001764,48453001764,"Census Tract 17.64, Travis County, Texas",4964,405,14,17,0,18,0,18,0,18,0,18,0,18,0,18,3,5,7,12,0,18,0,18,0,18,0,18,21,28,55,38,565,173,64,44,405,152,937,186,268,92,1803,257,605,159,165,80,52,42
1400000US48453001765,48453001765,"Census Tract 17.65, Travis County, Texas",9012,542,36,51,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,2,4,1,4,2,4,49,55,61,70,318,135,110,90,173,134,1235,328,623,280,4124,586,1750,456,334,172,194,155
1400000US48453001766,48453001766,"Census Tract 17.66, Travis County, Texas",5767,495,68,66,93,148,0,18,93,148,0,18,56,75,0,18,0,18,36,42,12,17,23,37,30,36,10,19,95,84,255,128,738,223,183,115,477,173,1087,237,411,176,1207,223,668,189,90,61,135,96
1400000US48453001768,48453001768,"Census Tract 17.68, Travis County, Texas",5400,428,10,18,0,18,0,18,0,18,0,18,0,18,0,18,11,25,0,18,0,18,14,22,17,29,63,51,0,18,0,18,840,246,151,88,253,108,736,215,247,120,1946,319,813,217,228,94,71,60
1400000US48453001769,48453001769,"Census Tract 17.69, Travis County, Texas",4103,234,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,16,24,0,18,0,18,0,18,0,18,65,66,38,45,463,159,97,69,277,111,523,172,287,142,1582,209,599,185,62,44,94,71
1400000US48453001770,48453001770,"Census Tract 17.70, Travis County, Texas",7825,280,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,0,20,126,148,357,148,34,39,306,135,734,221,493,175,3477,397,1451,275,369,148,478,158
1400000US48453001771,48453001771,"Census Tract 17.71, Travis County, Texas",3254,222,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,0,13,321,100,58,55,184,76,355,107,145,66,1448,177,476,112,101,47,166,62
1400000US48453001772,48453001772,"Census Tract 17.72, Travis County, Texas",2771,273,38,39,0,13,0,13,0,13,0,13,0,13,0,13,0,13,27,42,0,13,0,13,0,13,35,46,28,32,106,95,713,225,31,28,183,93,646,167,190,106,551,161,174,89,38,42,11,16
1400000US48453001773,48453001773,"Census Tract 17.73, Travis County, Texas",5567,256,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,13,21,0,18,0,18,0,18,20,25,564,192,36,34,183,74,729,173,318,113,2404,244,861,178,311,96,128,93
1400000US48453001774,48453001774,"Census Tract 17.74, Travis County, Texas",5617,311,73,65,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,13,21,0,18,18,26,23,35,145,100,580,210,35,45,252,118,968,257,315,117,2146,340,807,209,149,99,93,82
1400000US48453001775,48453001775,"Census Tract 17.75, Travis County, Texas",4530,267,8,17,0,18,0,18,0,18,0,18,0,18,3,9,0,18,4,9,21,26,18,22,0,18,49,50,52,55,25,19,420,134,66,55,164,68,626,182,156,70,1801,219,891,230,124,65,102,79
1400000US48453001776,48453001776,"Census Tract 17.76, Travis County, Texas",2396,165,5,10,0,13,0,13,0,13,0,13,0,13,0,13,0,13,5,10,0,13,6,11,13,19,20,20,0,13,30,37,323,109,70,50,126,54,543,141,78,47,814,189,260,84,42,29,61,47
1400000US48453001777,48453001777,"Census Tract 17.77, Travis County, Texas",4172,352,0,18,0,18,1,2,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,8,17,71,107,27,32,16,30,547,209,185,133,347,168,726,239,318,130,1395,298,392,124,106,59,33,38
