GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23,HD01_VD24,HD02_VD24,HD01_VD25,HD02_VD25
1400000US37119003016,37119003016,"Census Tract 30.16, Mecklenburg County, North Carolina",3142,173,26,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,0,12,0,12,16,23,0,12,7,12,26,38,177,107,14,20,164,82,389,112,284,107,1208,204,650,158,133,64,37,31
1400000US37119003017,37119003017,"Census Tract 30.17, Mecklenburg County, North Carolina",2556,140,35,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,21,22,192,66,49,30,128,54,333,104,162,79,1018,160,359,128,189,74,66,37
1400000US37119003018,37119003018,"Census Tract 30.18, Mecklenburg County, North Carolina",1940,115,7,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,1,4,0,12,1,2,1,3,0,12,3,5,0,12,274,144,1,2,108,53,248,103,81,42,728,136,388,112,80,51,19,22
1400000US37119003102,37119003102,"Census Tract 31.02, Mecklenburg County, North Carolina",3607,394,24,41,0,12,0,12,0,12,0,12,38,61,29,24,101,103,107,132,10,17,41,58,14,23,50,63,14,24,12,19,361,181,74,55,262,144,707,328,185,145,1078,370,423,194,65,81,12,23
1400000US37119003103,37119003103,"Census Tract 31.03, Mecklenburg County, North Carolina",3661,322,7,15,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,21,0,12,0,12,17,32,38,61,58,55,46,70,375,168,42,46,198,92,456,145,320,118,1393,250,529,187,155,83,13,21
1400000US37119003105,37119003105,"Census Tract 31.05, Mecklenburg County, North Carolina",2861,190,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,49,56,0,12,0,12,0,12,13,19,7,12,0,12,312,110,9,14,117,67,428,114,203,84,1143,157,421,112,118,59,41,31
1400000US37119003106,37119003106,"Census Tract 31.06, Mecklenburg County, North Carolina",2263,197,13,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,94,102,0,12,41,48,25,30,21,36,18,29,53,50,404,130,7,12,79,44,402,132,190,87,641,146,216,71,46,35,13,17
1400000US37119003108,37119003108,"Census Tract 31.08, Mecklenburg County, North Carolina",2066,180,33,27,0,12,0,12,16,23,11,16,8,13,0,12,31,25,142,99,17,26,9,14,48,44,126,98,33,35,13,14,515,120,36,31,70,44,240,87,112,59,505,108,60,33,35,32,6,9
1400000US37119003109,37119003109,"Census Tract 31.09, Mecklenburg County, North Carolina",2743,280,14,23,23,37,0,12,17,27,18,28,24,38,0,12,0,12,371,184,0,12,0,12,88,84,50,43,33,29,109,121,486,149,18,27,130,84,490,171,86,50,557,138,202,73,17,27,10,17
1400000US37119003201,37119003201,"Census Tract 32.01, Mecklenburg County, North Carolina",1587,218,47,47,0,12,0,12,0,12,0,12,0,12,0,12,0,12,72,51,0,12,23,33,68,48,0,12,0,12,22,27,328,123,0,12,21,24,261,96,126,65,380,138,184,65,47,33,8,12
1400000US37119003203,37119003203,"Census Tract 32.03, Mecklenburg County, North Carolina",1905,244,42,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,28,40,0,12,0,12,20,31,46,74,0,12,0,12,269,113,0,12,46,41,534,145,268,120,425,114,188,83,35,57,4,7
1400000US37119003204,37119003204,"Census Tract 32.04, Mecklenburg County, North Carolina",2909,219,82,98,0,12,0,12,0,12,8,12,0,12,0,12,0,12,32,29,0,12,54,45,30,36,24,27,30,52,4,9,256,93,16,17,86,48,477,127,152,78,1033,158,522,135,75,50,28,28
1400000US37119003300,37119003300,"Census Tract 33, Mecklenburg County, North Carolina",2313,193,15,16,0,12,0,12,0,12,26,35,0,12,0,12,0,12,11,16,0,12,0,12,0,12,15,23,0,12,0,12,126,58,100,74,80,42,292,97,176,91,967,154,346,99,150,64,9,15
1400000US37119003400,37119003400,"Census Tract 34, Mecklenburg County, North Carolina",3647,310,8,14,0,17,0,17,0,17,0,17,0,17,49,66,0,17,0,17,0,17,27,42,0,17,0,17,3,7,10,18,116,70,35,52,53,47,181,110,213,102,1575,236,797,205,364,147,216,100
1400000US37119003500,37119003500,"Census Tract 35, Mecklenburg County, North Carolina",1952,148,7,15,0,12,0,12,0,12,6,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,14,0,12,0,12,105,101,12,18,50,38,54,40,103,47,862,129,450,140,249,81,48,38
1400000US37119003600,37119003600,"Census Tract 36, Mecklenburg County, North Carolina",2514,265,42,48,0,12,0,12,0,12,23,35,0,12,15,24,31,33,0,12,0,12,34,42,131,97,112,73,175,117,31,36,518,152,83,56,153,69,359,134,199,100,432,122,133,57,36,35,7,11
1400000US37119003700,37119003700,"Census Tract 37, Mecklenburg County, North Carolina",2069,204,26,36,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,56,62,48,78,120,86,61,50,45,46,238,110,66,58,114,87,346,178,158,118,486,128,216,94,60,62,16,25
1400000US37119003802,37119003802,"Census Tract 38.02, Mecklenburg County, North Carolina",2628,298,70,54,0,12,0,12,0,12,8,12,28,30,0,12,11,18,12,15,16,19,68,53,104,86,161,84,162,75,55,37,683,145,52,36,184,84,643,158,167,99,154,83,46,42,4,7,0,12
1400000US37119003805,37119003805,"Census Tract 38.05, Mecklenburg County, North Carolina",1686,204,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,14,5,9,11,17,17,21,10,11,89,30,17,18,7,11,87,56,56,37,977,201,352,111,26,19,22,29
1400000US37119003806,37119003806,"Census Tract 38.06, Mecklenburg County, North Carolina",6611,688,104,106,0,17,0,17,25,41,33,41,25,39,19,32,9,14,175,125,52,60,66,70,241,162,129,89,145,90,239,138,1289,319,201,145,450,185,1038,261,235,102,1553,353,540,184,12,20,31,37
1400000US37119003807,37119003807,"Census Tract 38.07, Mecklenburg County, North Carolina",2946,249,153,80,0,12,0,12,0,12,0,12,60,49,41,64,53,61,250,154,16,25,138,61,35,37,69,45,96,82,87,58,597,179,155,81,173,93,511,139,208,77,219,99,78,81,7,10,0,12
1400000US37119003808,37119003808,"Census Tract 38.08, Mecklenburg County, North Carolina",3395,366,63,43,0,17,0,17,70,75,36,40,76,65,0,17,56,49,589,193,70,53,139,90,287,154,80,46,17,22,80,62,818,182,91,59,163,78,337,137,96,54,245,93,58,45,0,17,24,37
